Date,Open,High,Low,Close,Adj Close,Volume
2015-08-19,0.390643,0.390643,0.341812,0.361345,0.361345,137440
2015-08-20,0.322280,0.341812,0.302748,0.341812,0.341812,32724
2015-08-21,0.341812,0.341812,0.341812,0.341812,0.341812,49923
2015-08-24,0.341812,0.341812,0.341812,0.341812,0.341812,1273
2015-08-25,0.302748,0.302748,0.302748,0.302748,0.302748,7679
2015-08-26,0.302748,0.302748,0.302748,0.302748,0.302748,0
2015-08-27,0.302748,0.302748,0.302748,0.302748,0.302748,0
2015-08-28,0.332046,0.332046,0.332046,0.332046,0.332046,3071
2015-08-31,0.322280,0.322280,0.322280,0.322280,0.322280,4095
2015-09-01,0.322280,0.322280,0.322280,0.322280,0.322280,0
2015-09-02,0.322280,0.322280,0.322280,0.322280,0.322280,0
2015-09-03,0.322280,0.322280,0.322280,0.322280,0.322280,0
2015-09-04,0.312514,0.312514,0.312514,0.312514,0.312514,13622
2015-09-07,0.312514,0.312514,0.312514,0.312514,0.312514,0
2015-09-08,0.302748,0.302748,0.273450,0.273450,0.273450,206253
2015-09-09,0.307631,0.317397,0.307631,0.312514,0.312514,23550
2015-09-10,0.312514,0.312514,0.312514,0.312514,0.312514,0
2015-09-11,0.312514,0.312514,0.312514,0.312514,0.312514,0
2015-09-14,0.312514,0.312514,0.312514,0.312514,0.312514,2047
2015-09-15,0.312514,0.312514,0.312514,0.312514,0.312514,0
2015-09-16,0.297865,0.297865,0.297865,0.297865,0.297865,10239
2015-09-17,0.307631,0.307631,0.307631,0.307631,0.307631,6143
2015-09-18,0.292982,0.322280,0.292982,0.322280,0.322280,15488
2015-09-21,0.322280,0.322280,0.322280,0.322280,0.322280,1740
2015-09-22,0.312514,0.322280,0.312514,0.322280,0.322280,7897
2015-09-23,0.322280,0.322280,0.322280,0.322280,0.322280,0
2015-09-24,0.312514,0.312514,0.292982,0.292982,0.292982,15230
2015-09-25,0.292982,0.292982,0.292982,0.292982,0.292982,4095
2015-09-28,0.292982,0.292982,0.292982,0.292982,0.292982,0
2015-09-29,0.292982,0.292982,0.292982,0.292982,0.292982,0
2015-09-30,0.292982,0.292982,0.292982,0.292982,0.292982,0
2015-10-01,0.292982,0.292982,0.292982,0.292982,0.292982,0
2015-10-02,0.292982,0.292982,0.292982,0.292982,0.292982,0
2015-10-05,0.244152,0.292982,0.244152,0.292982,0.292982,61437
2015-10-06,0.283216,0.292982,0.283216,0.292982,0.292982,6143
2015-10-07,0.292982,0.307631,0.283216,0.283216,0.283216,47140
2015-10-08,0.283216,0.283216,0.283216,0.283216,0.283216,0
2015-10-09,0.307631,0.322280,0.292982,0.292982,0.292982,72057
2015-10-12,0.292982,0.292982,0.292982,0.292982,0.292982,0
2015-10-13,0.292982,0.292982,0.292982,0.292982,0.292982,0
2015-10-14,0.292982,0.292982,0.292982,0.292982,0.292982,0
2015-10-15,0.292982,0.292982,0.292982,0.292982,0.292982,0
2015-10-16,0.312514,0.312514,0.292982,0.292982,0.292982,30718
2015-10-19,0.292982,0.292982,0.292982,0.292982,0.292982,0
2015-10-20,0.292982,0.292982,0.292982,0.292982,0.292982,0
2015-10-21,0.292982,0.292982,0.292982,0.292982,0.292982,0
2015-10-22,0.292982,0.292982,0.292982,0.292982,0.292982,0
2015-10-23,0.292982,0.292982,0.292982,0.292982,0.292982,0
2015-10-26,0.292982,0.292982,0.292982,0.292982,0.292982,0
2015-10-27,0.273450,0.273450,0.273450,0.273450,0.273450,11702
2015-10-28,0.273450,0.273450,0.273450,0.273450,0.273450,0
2015-10-29,0.273450,0.273450,0.273450,0.273450,0.273450,0
2015-10-30,0.273450,0.273450,0.273450,0.273450,0.273450,0
2015-11-02,0.283216,0.283216,0.283216,0.283216,0.283216,26622
2015-11-03,0.292982,0.292982,0.292982,0.292982,0.292982,20479
2015-11-04,0.292982,0.292982,0.273450,0.273450,0.273450,15359
2015-11-05,0.273450,0.273450,0.273450,0.273450,0.273450,0
2015-11-06,0.273450,0.273450,0.273450,0.273450,0.273450,0
2015-11-09,0.292982,0.297865,0.292982,0.297865,0.297865,26110
2015-11-10,0.312514,0.312514,0.312514,0.312514,0.312514,15359
2015-11-11,0.273450,0.273450,0.263684,0.273450,0.273450,37301
2015-11-12,0.273450,0.273450,0.273450,0.273450,0.273450,0
2015-11-13,0.312514,0.312514,0.312514,0.312514,0.312514,26640
2015-11-16,0.273450,0.273450,0.273450,0.273450,0.273450,21247
2015-11-17,0.292982,0.307631,0.292982,0.307631,0.307631,51197
2015-11-18,0.292982,0.292982,0.292982,0.292982,0.292982,11263
2015-11-19,0.307631,0.307631,0.307631,0.307631,0.307631,25529
2015-11-20,0.312514,0.341812,0.312514,0.322280,0.322280,159998
2015-11-23,0.332046,0.332046,0.332046,0.332046,0.332046,39137
2015-11-24,0.322280,0.341812,0.322280,0.322280,0.322280,49180
2015-11-25,0.332046,0.332046,0.332046,0.332046,0.332046,6655
2015-11-26,0.322280,0.322280,0.322280,0.322280,0.322280,2848
2015-11-27,0.312514,0.312514,0.302748,0.302748,0.302748,40669
2015-11-30,0.302748,0.302748,0.302748,0.302748,0.302748,0
2015-12-01,0.302748,0.302748,0.302748,0.302748,0.302748,0
2015-12-02,0.332046,0.332046,0.312514,0.312514,0.312514,11765
2015-12-03,0.312514,0.312514,0.302748,0.302748,0.302748,17555
2015-12-04,0.312514,0.312514,0.302748,0.302748,0.302748,20479
2015-12-07,0.317397,0.317397,0.317397,0.317397,0.317397,10239
2015-12-08,0.317397,0.317397,0.317397,0.317397,0.317397,0
2015-12-09,0.307631,0.312514,0.302748,0.312514,0.312514,168411
2015-12-10,0.302748,0.332046,0.302748,0.332046,0.332046,36350
2015-12-11,0.332046,0.332046,0.302748,0.332046,0.332046,23297
2015-12-14,0.302748,0.302748,0.302748,0.302748,0.302748,1023
2015-12-15,0.302748,0.302748,0.302748,0.302748,0.302748,0
2015-12-16,0.307631,0.307631,0.302748,0.302748,0.302748,13311
2015-12-17,0.302748,0.312514,0.302748,0.302748,0.302748,29694
2015-12-18,0.302748,0.302748,0.302748,0.302748,0.302748,0
2015-12-21,0.322280,0.322280,0.322280,0.322280,0.322280,4387
2015-12-22,0.322280,0.322280,0.322280,0.322280,0.322280,0
2015-12-23,0.322280,0.322280,0.322280,0.322280,0.322280,0
2015-12-24,0.322280,0.322280,0.322280,0.322280,0.322280,0
2015-12-28,0.322280,0.322280,0.322280,0.322280,0.322280,0
2015-12-29,0.322280,0.322280,0.322280,0.322280,0.322280,0
2015-12-30,0.292982,0.292982,0.292982,0.292982,0.292982,2047
2015-12-31,0.322280,0.322280,0.322280,0.322280,0.322280,3071
2016-01-04,0.322280,0.322280,0.322280,0.322280,0.322280,61437
2016-01-05,0.322280,0.322280,0.322280,0.322280,0.322280,0
2016-01-06,0.322280,0.322280,0.322280,0.322280,0.322280,0
2016-01-07,0.322280,0.322280,0.322280,0.322280,0.322280,0
2016-01-08,0.322280,0.322280,0.322280,0.322280,0.322280,0
2016-01-11,0.322280,0.322280,0.322280,0.322280,0.322280,0
2016-01-12,0.322280,0.322280,0.322280,0.322280,0.322280,0
2016-01-13,0.312514,0.312514,0.312514,0.312514,0.312514,7899
2016-01-14,0.312514,0.312514,0.312514,0.312514,0.312514,0
2016-01-15,0.312514,0.312514,0.312514,0.312514,0.312514,0
2016-01-18,0.312514,0.312514,0.312514,0.312514,0.312514,0
2016-01-19,0.312514,0.312514,0.312514,0.312514,0.312514,0
2016-01-20,0.312514,0.312514,0.312514,0.312514,0.312514,0
2016-01-21,0.312514,0.312514,0.312514,0.312514,0.312514,0
2016-01-22,0.312514,0.312514,0.312514,0.312514,0.312514,0
